customer_id,age,gender,location,tenure_months,contract_type,monthly_charges,total_charges,login_frequency,feature_usage_score,avg_session_duration,support_tickets,complaints,days_since_last_login,payment_delay_days,payment_method,num_referrals,promotional_offers_used,download_volume_gb,churn
CUST_003205,26.0,F,Suburban,10,Month-to-Month,97.18133915606496,934.587498440653,24,42.57992972387203,18.719695649742963,0,0,8,4,Digital Wallet,0,3,9.54634689154057,1
CUST_003206,25.0,M,Suburban,12,Month-to-Month,72.5898564080865,944.2731782251795,16,32.17517639578637,24.189856900952364,2,1,7,1,Bank Transfer,1,1,7.571599251585931,0
CUST_003207,44.0,F,Urban,15,Month-to-Month,122.2739761215563,1738.2633714270996,18,10.07779430746702,78.88982821405949,3,0,1,0,Bank Transfer,0,2,20.258494602600837,1
CUST_003208,45.0,M,Suburban,23,1-Year,43.386913462301656,915.0213149746082,17,13.857796955464902,20.540154956265145,2,0,1,5,Bank Transfer,1,1,93.34300674975246,1
CUST_003209,,M,Urban,72,Month-to-Month,67.93905638901819,4874.735280306384,20,24.032797028187954,27.37663055240208,4,0,1,0,Credit Card,1,1,71.06440952570641,0
CUST_003210,49.0,M,Suburban,21,Month-to-Month,90.37548202792448,1957.8667613694042,18,11.283367207697239,5.0,0,0,3,4,Digital Wallet,3,1,8.444143476711949,0
CUST_003211,20.0,M,Suburban,62,Month-to-Month,36.506664375398344,2266.962686601456,18,32.15238800067808,28.140617096741977,2,2,3,3,Bank Transfer,0,2,243.0407564160001,1
CUST_003212,55.0,M,Suburban,7,Month-to-Month,66.86862740137643,465.57127646513754,14,5.443815444451093,30.814394152589884,4,0,4,1,Digital Wallet,0,1,212.45157797742095,0
CUST_003213,53.0,F,Suburban,12,Month-to-Month,84.92119669745553,992.7655563653367,10,4.347140618306266,25.91806335204099,2,0,3,0,Bank Transfer,0,2,34.50505533603011,1
CUST_003214,43.0,M,Suburban,16,1-Year,92.87599580472988,1417.0001895577277,13,45.8374474662406,32.45791393080571,3,0,8,1,Digital Wallet,0,1,68.82813934217012,1
CUST_003215,56.0,M,Urban,9,Month-to-Month,99.25529722052784,898.6330647230054,15,23.181428126739963,34.35585759522159,1,0,2,1,Digital Wallet,4,2,26.057218345953657,1
CUST_003216,,F,Urban,72,Month-to-Month,38.92811395052263,,13,26.262521700414986,19.63232195544352,1,0,2,0,Credit Card,0,6,15.289347243794277,0
CUST_003217,28.0,M,Suburban,31,1-Year,73.64775185382604,2215.001404094485,20,43.00013450022592,27.364383842544385,2,2,4,0,Credit Card,0,2,84.61626314851968,0
CUST_003218,26.0,F,Urban,15,1-Year,25.55266815632349,220.53020389850923,18,28.66438008622894,26.802357943014783,0,1,1,0,Credit Card,3,0,41.50892530292547,0
CUST_003219,43.0,M,Urban,33,Month-to-Month,43.268773658968776,1464.0865647413725,19,76.023300337497,25.106694433275653,1,2,2,2,Bank Transfer,1,3,,0
CUST_003220,22.0,F,Urban,15,Month-to-Month,59.776607345557714,939.2094575171328,15,64.8222584843943,10.032385113008326,4,0,5,5,Digital Wallet,0,3,16.969264059659242,1
CUST_003221,44.0,F,Urban,0,1-Year,99.32082751854333,-29.253542945636603,15,11.801951511473268,15.229451899127772,2,0,4,1,Credit Card,1,1,16.957790277915695,1
CUST_003222,51.0,M,Rural,18,1-Year,80.83745708187709,1393.5779844886047,17,41.4812575303292,32.79065674839346,2,0,3,4,Bank Transfer,1,0,2.9053870641285013,0
CUST_003223,43.0,F,Urban,23,Month-to-Month,66.2027300712904,1544.95471290651,14,10.19074203521295,39.85463014194971,2,0,0,2,Digital Wallet,0,3,21.024821854290643,1
CUST_003224,38.0,F,Suburban,72,Month-to-Month,78.4597013247877,5700.781305678032,14,15.674971456902686,88.90850949087346,1,0,5,0,Credit Card,1,1,14.058939598378775,1
CUST_003225,23.0,F,Suburban,0,Month-to-Month,80.63611669989882,44.175933835070516,10,32.52505486348894,62.41538810089949,1,1,9,1,Bank Transfer,0,2,14.370226785088256,1
CUST_003226,24.0,M,Urban,17,1-Year,76.07070098374928,1292.317020968326,12,23.69689063106796,45.67683318654825,2,0,16,1,Bank Transfer,0,2,200.12968533680365,1
CUST_003227,49.0,M,Rural,2,1-Year,47.7476913418762,182.86970356268148,19,21.638993506872303,73.71419116691925,4,0,10,0,Bank Transfer,2,1,13.724014888273707,1
CUST_003228,44.0,F,Urban,3,Month-to-Month,36.29931206458474,218.83746097678682,12,8.82570974845936,40.74718752511899,1,0,0,0,Bank Transfer,3,1,75.42328109784233,0
CUST_003229,34.0,F,Rural,22,Month-to-Month,58.30128916961255,1299.3930379709268,10,30.156135263634482,13.786149547968247,4,1,17,3,Bank Transfer,3,2,,1
CUST_003230,29.0,M,Urban,6,2-Year,41.184165436800136,264.8740726891613,18,3.9612045825947226,44.62564317700954,1,0,0,5,Bank Transfer,2,0,3.5378594360457662,0
CUST_003231,18.0,M,Urban,33,Month-to-Month,83.63834758487633,2834.6114069472965,14,28.095042520280312,5.895579128172343,1,2,7,4,Credit Card,3,4,199.34014212872043,1
CUST_003232,22.0,M,Urban,17,Month-to-Month,110.86868493676137,1938.5203651469049,6,45.88237443259825,33.00995338346813,4,0,0,0,Credit Card,0,3,,1
CUST_003233,57.0,M,Urban,5,1-Year,81.90921511486331,466.1971509791789,12,15.95860473986167,33.37459340730412,1,1,0,4,Bank Transfer,1,2,284.19409762151804,1
CUST_003234,19.0,M,Suburban,16,Month-to-Month,20.0,325.67727733810096,12,42.633690161962036,17.938758627872676,0,0,1,2,Bank Transfer,3,2,22.56716407802634,0
CUST_003235,37.0,M,Urban,0,1-Year,46.002473858529584,-17.342584507665986,13,25.375615294847332,15.881585480362222,4,3,3,1,Credit Card,1,0,4.884562252662119,1
CUST_003236,47.0,M,Suburban,47,1-Year,65.54447199089114,3045.079987636302,12,24.491596867520368,21.208772878290603,3,0,1,0,Digital Wallet,1,1,5.835959008256761,0
CUST_003237,19.0,M,Urban,0,2-Year,21.956107378837388,6.969146402929587,20,36.4827341253995,48.829421528243415,1,3,6,4,Credit Card,2,2,2.7432190107899554,1
CUST_003238,37.0,F,Suburban,0,1-Year,65.93589519316339,52.30175393115098,12,30.646701326637103,6.444117322932452,2,2,6,0,Bank Transfer,2,1,42.312507703038285,1
CUST_003239,46.0,M,Suburban,22,Month-to-Month,79.0795819009554,1725.3297244112484,21,27.707647594340877,22.69244510956772,2,0,4,0,Credit Card,1,3,4.5215884816690375,0
CUST_003240,35.0,M,Urban,72,1-Year,107.26575792786443,7650.566732037629,17,24.55382901839424,10.57311115918322,1,0,1,1,Credit Card,1,1,86.5682911253009,0
CUST_003241,69.0,M,Urban,46,2-Year,119.5612107368694,5406.885529591661,18,32.62927802298404,48.07004627710161,4,0,0,0,Credit Card,1,2,24.495396464848096,1
CUST_003242,18.0,F,Suburban,6,Month-to-Month,29.25427577678233,137.14712646527306,19,41.36648126672931,53.85672631333692,1,1,4,4,Bank Transfer,1,3,5.809739841854898,1
CUST_003243,47.0,F,Urban,5,Month-to-Month,61.50235587108522,359.5087756634388,12,25.48345537523371,42.734562066189554,2,0,0,0,Credit Card,1,2,85.27475863761822,1
CUST_003244,32.0,F,Urban,23,2-Year,61.88100460375472,1451.7776231908267,10,21.564872406816253,50.094592353160024,1,1,3,0,Credit Card,3,0,3.878045682290693,1
CUST_003245,44.0,M,Suburban,41,Month-to-Month,43.60973257787309,1791.0623813964114,13,17.74130401491996,24.25571388840926,5,1,3,0,Digital Wallet,0,2,,1
CUST_003246,40.0,F,Rural,10,Month-to-Month,67.95945405856749,704.0795989384224,18,18.862733676184753,27.813220748166025,1,0,12,1,Bank Transfer,3,1,0.1254299939296799,1
CUST_003247,26.0,M,Rural,13,Month-to-Month,62.59791000626691,766.9313204623578,18,17.740371712147773,33.25053214287069,0,0,7,0,Credit Card,3,1,18.801929404220665,0
CUST_003248,37.0,M,Suburban,2,Month-to-Month,83.41408687151302,207.44232104128454,14,10.915318754564474,34.081278089671876,2,0,8,1,Digital Wallet,1,3,21.271175190206435,1
CUST_003249,18.0,F,Suburban,3,1-Year,105.69841788640575,320.17085835509624,12,41.52464016214719,41.04671194684075,2,1,0,0,Bank Transfer,1,3,13.277975924446743,1
CUST_003250,42.0,F,Rural,20,Month-to-Month,68.9709184860933,1457.4227402590195,13,23.70570272850386,11.249470635219147,3,0,6,1,Bank Transfer,1,2,2.8841548776467096,1
CUST_003251,38.0,F,Suburban,2,Month-to-Month,50.298506558827974,153.65692712370753,14,43.36970502400459,24.312449500091514,6,0,1,2,Credit Card,1,2,8.956153181572592,1
CUST_003252,42.0,F,Urban,5,1-Year,34.23446369809255,263.1053356008564,9,26.68866995178159,21.86959454894181,1,1,1,3,Bank Transfer,1,2,19.916661994774824,1
CUST_003253,47.0,F,Rural,6,1-Year,126.27382619100939,718.2561954597323,18,12.1159634276863,90.35644397684074,2,0,0,1,Credit Card,2,2,4.869509492150131,1
CUST_003254,39.0,M,Urban,14,2-Year,92.20626824818875,1384.6559285978146,14,,28.13923447920059,1,0,0,1,Credit Card,0,2,1.349390323769982,1
CUST_003255,36.0,M,Urban,1,Month-to-Month,76.99132702134426,69.83114161412965,20,55.84394851025242,10.276457811431047,1,0,2,4,Bank Transfer,0,2,,1
CUST_003256,24.0,M,Suburban,16,Month-to-Month,60.020578630607034,991.1129351148305,12,35.42978750819348,6.246162497442983,1,0,23,1,Credit Card,2,3,23.094878345079344,1
CUST_003257,26.0,F,Urban,63,1-Year,113.35636022586131,7107.339750326439,10,11.1328546598844,50.32417163299474,0,0,2,1,Credit Card,1,4,19.748330764223507,1
CUST_003258,49.0,M,Urban,0,Month-to-Month,60.21127447874638,12.963600584083062,17,40.936182682550175,100.11345849406436,1,0,0,3,Credit Card,0,3,26.69913160302894,1
CUST_003259,52.0,F,Urban,23,Month-to-Month,20.0,486.74529738502144,12,41.44487607388663,5.0,3,2,4,1,Credit Card,0,2,3.2125330417717155,1
CUST_003260,32.0,M,Suburban,43,1-Year,72.9507926316095,3133.9389619967415,11,12.920528444533701,24.530986973782436,3,1,7,0,Credit Card,0,2,53.955539801176414,1
CUST_003261,35.0,M,Rural,8,Month-to-Month,28.16581628922897,274.11567064231224,17,20.6871458145325,26.384525122729414,3,1,6,2,Bank Transfer,1,0,257.88852955290275,1
CUST_003262,24.0,M,Urban,3,1-Year,73.06282045981438,,16,22.44166467145566,27.543102913338203,1,0,11,0,Credit Card,3,6,42.261232607866766,1
CUST_003263,49.0,M,Urban,1,1-Year,105.32402459743113,86.69565126096121,13,52.99806622570975,25.09413890157368,2,0,3,5,Bank Transfer,1,1,3.5774807681031917,1
CUST_003264,42.0,F,Urban,24,Month-to-Month,20.0,387.6819586509801,17,20.549122832113827,61.87931843212685,3,0,9,0,Credit Card,3,3,3.17612868291509,1
CUST_003265,58.0,M,Suburban,19,Month-to-Month,38.01097056623561,699.0599335579975,18,14.903712581708001,13.72453406648076,2,0,0,0,Bank Transfer,0,2,41.76263328808912,1
CUST_003266,24.0,M,Suburban,6,Month-to-Month,90.94182255471517,581.0797618933054,16,6.887575409970878,36.813683500768676,0,0,11,1,Bank Transfer,1,2,50.368178778783616,0
CUST_003267,30.0,M,Urban,42,Month-to-Month,50.01587775738941,2113.518968556189,22,15.689499578795422,9.209160287227691,3,1,1,2,Bank Transfer,0,2,0.9329095706868177,1
CUST_003268,37.0,M,Urban,31,2-Year,77.45493173149745,2305.4440062256763,21,30.03134086307689,5.0,3,1,0,2,Credit Card,2,4,8.32344591949848,0
CUST_003269,42.0,M,Suburban,7,1-Year,77.5194158732346,523.0857375080524,17,10.49625275731756,74.44037510520228,1,0,11,0,Credit Card,1,3,27.33928158519423,1
CUST_003270,32.0,M,Suburban,33,Month-to-Month,91.68709768423248,2979.0066579158447,19,22.096431841471176,25.50042794643034,0,0,0,0,Credit Card,1,1,33.933372723021876,1
CUST_003271,24.0,F,Urban,6,Month-to-Month,45.60225042191435,239.69939470511568,19,62.94029294567075,45.32124994063624,1,0,4,0,Credit Card,1,2,23.262097108800663,1
CUST_003272,45.0,M,Urban,26,Month-to-Month,20.0,,16,69.50704361977691,32.38081706760205,4,0,3,0,Bank Transfer,3,1,86.31928487015276,1
CUST_003273,43.0,M,Urban,3,2-Year,76.9059390675427,265.4756356785822,14,33.625078039764446,25.253786473770347,2,1,0,1,Bank Transfer,2,0,12.828228087408702,1
CUST_003274,24.0,F,Rural,28,2-Year,20.0,480.39065665468775,17,16.331507593616106,30.985787640642858,1,0,6,0,Credit Card,1,5,2.8740809429371086,0
CUST_003275,51.0,M,Suburban,6,Month-to-Month,93.05529640189887,572.0957570832448,15,35.627883511799226,24.3553253955414,1,1,1,1,Credit Card,1,4,12.778528652670664,1
CUST_003276,49.0,M,Suburban,20,2-Year,63.732082558782714,1216.1643730241476,10,32.36248358438093,50.19736154605557,3,0,0,0,Bank Transfer,2,4,7.596581589553003,1
CUST_003277,36.0,F,Rural,4,Month-to-Month,56.11906112790295,193.45202507442525,19,11.823471107816044,25.79297334356167,2,0,0,1,Credit Card,4,5,18.14193521433476,1
CUST_003278,35.0,M,Suburban,31,Month-to-Month,85.71666812942267,2710.7620812781756,19,18.3587472838699,43.35759968075412,3,0,1,0,Credit Card,1,1,16.45134314364666,1
CUST_003279,41.0,F,Rural,1,Month-to-Month,20.0,41.88690124889864,16,45.06070579014933,75.4280769800616,2,1,5,3,Bank Transfer,0,1,,1
CUST_003280,24.0,F,Urban,4,1-Year,58.99379329346939,167.5982097964468,7,58.74743217267131,41.31962675689649,1,0,6,2,Credit Card,1,1,2.054526165750115,1
CUST_003281,35.0,F,Urban,4,Month-to-Month,78.43622682915996,231.23392870580162,12,31.917732446046465,30.154764375749593,4,0,11,0,Credit Card,1,2,13.640218975550031,1
CUST_003282,18.0,F,Suburban,1,2-Year,72.58531316334606,19.0806206599093,14,7.32507738066423,8.74417991602562,5,1,3,0,Bank Transfer,3,6,34.68913377736502,1
CUST_003283,45.0,M,Suburban,32,Month-to-Month,50.33508637638933,1519.413675724554,15,,9.888255196720827,0,0,2,0,Digital Wallet,1,3,20.556841427116783,1
CUST_003284,18.0,M,Urban,72,1-Year,50.63799006226925,3616.4378855041355,19,7.997405394917183,39.21596588098784,2,0,10,2,Digital Wallet,1,3,49.38341734462172,0
CUST_003285,53.0,M,Urban,36,Month-to-Month,111.29726267240149,3955.466499689513,20,56.21967581707855,25.37487336854123,0,0,2,2,Credit Card,1,4,34.21952819749885,0
CUST_003286,31.0,M,Urban,47,Month-to-Month,92.38014986995215,4381.162986410584,10,40.65539414403149,8.584531589020665,3,0,3,0,Credit Card,1,3,35.627105301518434,1
CUST_003287,32.0,F,Urban,0,Month-to-Month,45.0748041605452,-63.248620871064546,17,15.157726715553174,69.19624925211343,4,3,2,1,Credit Card,0,1,17.36182130162931,1
CUST_003288,27.0,F,Urban,3,2-Year,105.4538283281862,312.0151864021001,16,29.906662783097886,59.46527693822801,4,0,5,0,Bank Transfer,3,0,26.812974301129017,1
CUST_003289,31.0,F,Suburban,19,1-Year,188.69627058203938,1739.8534544504962,12,4.070837848321901,38.79638421307281,1,0,6,5,Bank Transfer,0,4,2.926002770551632,1
CUST_003290,52.0,F,Rural,72,Month-to-Month,79.65168925124506,5729.713239811087,10,33.59296332702098,5.0,0,1,4,2,Credit Card,1,1,29.461397431712555,1
CUST_003291,18.0,M,Suburban,25,Month-to-Month,80.79770419217144,1942.819477845646,16,,5.0,3,0,5,1,Digital Wallet,2,2,18.33954432443663,1
CUST_003292,50.0,F,Suburban,11,1-Year,30.616367060296476,314.5760166317296,14,10.936192074696134,22.287017328401607,2,1,0,0,Credit Card,0,4,500.0,1
CUST_003293,39.0,F,Rural,3,Month-to-Month,110.15792033139157,363.5594329123332,11,49.84142561125046,30.80508596381351,1,0,8,2,Credit Card,1,2,4.733408052708179,0
CUST_003294,,F,Urban,3,2-Year,93.54523179719614,262.5961599968176,15,32.015227512096914,11.385363821673696,2,0,6,0,Credit Card,1,1,9.042988802422094,0
CUST_003295,22.0,M,Urban,10,2-Year,72.35370290503096,699.9392216855499,21,75.34991458061947,7.653523454015117,1,0,0,10,Digital Wallet,1,1,59.03503719088975,1
CUST_003296,,F,Urban,30,1-Year,72.30819632912318,2201.8748811645996,15,26.144376002181126,37.54027933931066,2,0,4,3,Credit Card,2,3,5.938778632318864,1
CUST_003297,23.0,M,Rural,0,1-Year,220.56903618042193,20.099765339855463,16,34.312877193328845,48.28763976077188,3,1,1,1,Credit Card,1,5,92.0535074462961,1
CUST_003298,21.0,F,Urban,45,1-Year,47.938734702959444,2120.1631449729857,23,6.41468813918694,44.250201983345654,1,0,6,3,Bank Transfer,1,4,14.836305414093871,1
CUST_003299,48.0,F,Suburban,68,Month-to-Month,81.03644740453139,5513.058577515471,16,43.72909686455521,24.85361127275128,0,1,18,1,Credit Card,0,1,34.69226571437172,1
CUST_003300,39.0,M,Urban,52,Month-to-Month,41.1377964262049,2044.3475452647072,13,34.02236824408844,10.590113866860156,2,0,0,1,Credit Card,0,1,19.64819091529868,1
CUST_003301,23.0,F,Rural,58,Month-to-Month,69.52096112430917,3936.2497761872182,18,15.940742814226455,32.47218912847069,2,0,5,2,Bank Transfer,0,1,65.96543103013494,1
CUST_003302,37.0,F,Urban,0,2-Year,67.92095189045926,21.77702094619079,14,62.11636159500154,8.738615348112457,2,0,8,4,Credit Card,0,3,1.711135598644625,1
CUST_003303,22.0,M,Suburban,72,1-Year,76.55544713695448,5466.752333731302,17,,18.9084885681833,0,0,1,0,Credit Card,1,1,7.975520423071743,1
CUST_003304,48.0,F,Urban,10,Month-to-Month,93.23749873225017,928.4118133674876,20,12.74196539517351,25.389517625704606,2,0,1,1,Digital Wallet,1,1,2.185391708023609,0
CUST_003305,47.0,F,Urban,48,1-Year,77.1001136575136,3711.681432003387,11,20.653874829835186,11.986179339148833,4,0,3,3,Digital Wallet,0,2,18.115687254510803,1
CUST_003306,41.0,F,Suburban,4,Month-to-Month,85.80699266156027,435.88312063899195,12,15.58632152137061,48.384066542564966,3,1,0,0,Credit Card,3,0,5.272566357430502,1
CUST_003307,39.0,F,Rural,14,2-Year,20.0,332.0305888882693,13,11.782950808224687,6.703476144539084,2,0,2,0,Credit Card,0,1,4.146432242813163,0
CUST_003308,56.0,M,Suburban,1,Month-to-Month,78.81240150747627,71.90393760424116,14,12.909096266130446,26.346327620476732,0,0,2,1,Bank Transfer,1,1,137.80235052172054,1
CUST_003309,34.0,F,Rural,0,1-Year,67.25169840614653,29.009623296889636,15,42.555638941694134,51.464667017364775,1,0,3,2,Credit Card,0,4,13.431656978513928,0
CUST_003310,20.0,M,Suburban,68,Month-to-Month,76.15174841112163,5221.8600555701,13,48.55519169407026,27.91705774464612,2,0,9,2,Bank Transfer,0,3,44.987484282850744,1
CUST_003311,40.0,M,Suburban,39,1-Year,49.12760772957375,1905.1670785053893,15,26.99469998780401,52.33336545030698,0,0,12,6,Bank Transfer,0,4,229.10070306325855,0
CUST_003312,,F,Urban,18,Month-to-Month,99.52776026003626,1806.5655783203115,15,3.5949593105171895,16.57840515723011,4,0,10,0,Digital Wallet,1,0,2.4535796732924475,1
CUST_003313,22.0,F,Urban,17,Month-to-Month,72.5129138468844,1182.306938518618,14,8.519069249377155,10.673928539277203,2,0,1,1,Bank Transfer,0,1,0.8886536491276303,1
CUST_003314,30.0,F,Urban,33,1-Year,42.65555378927353,1383.8414026320993,12,5.55878026848174,45.26504014842598,0,0,7,0,Credit Card,2,2,0.8935573571355424,1
CUST_003315,39.0,F,Rural,10,1-Year,47.950560373152854,424.0532883302234,11,40.68169698292302,7.427853127070628,1,0,2,1,Credit Card,1,0,144.73373177565588,1
CUST_003316,34.0,F,Rural,34,2-Year,92.0832063994138,3155.228743719296,14,,29.284028400942987,4,0,13,3,Bank Transfer,4,4,8.83397163594735,0
CUST_003317,23.0,M,Suburban,15,1-Year,62.44132615584441,963.0940903658628,23,18.4161823003791,5.0,0,1,1,3,Bank Transfer,2,2,0.5682589786182773,1
CUST_003318,48.0,Other,Urban,24,1-Year,64.85850768412723,1569.1526611110007,14,61.01349111243436,38.63063757339184,1,0,1,6,Digital Wallet,0,4,13.0496826929872,0
CUST_003319,62.0,M,Urban,72,2-Year,59.06862334100248,4269.474346875098,15,27.420441745952306,15.029143531087852,4,1,8,4,Credit Card,1,2,10.333787029167917,0
CUST_003320,37.0,F,Rural,15,2-Year,95.3339150694017,1342.880120040777,12,17.459611391718646,7.089983024860195,2,0,1,0,Digital Wallet,2,4,50.8324230868717,0
CUST_003321,24.0,F,Urban,13,1-Year,79.46989909468346,1084.7113928402132,11,6.736324187685158,21.009944687854784,3,0,5,1,Credit Card,2,1,47.63438296140867,0
CUST_003322,18.0,F,Suburban,56,1-Year,29.38599381126832,1580.0597974157856,19,21.553509778338583,11.566989429331072,2,2,3,0,Credit Card,2,0,33.05371157352056,0
CUST_003323,38.0,M,Urban,55,2-Year,35.72686926263896,1956.228840420157,14,36.37433377809743,5.0,2,1,1,0,Digital Wallet,0,1,54.134560607017214,1
CUST_003324,48.0,Other,Urban,72,1-Year,65.13702660050349,4728.888439936555,17,14.696960293176117,13.501440641703027,1,0,5,3,Credit Card,0,2,6.573246009060402,1
CUST_003325,40.0,F,Suburban,19,1-Year,45.70875007733186,860.9478260406231,11,,13.870066085435944,3,0,4,0,Credit Card,1,1,,1
CUST_003326,34.0,F,Urban,10,Month-to-Month,20.0,,15,37.62068660423872,5.0,2,1,2,2,Credit Card,1,6,411.48100227424567,1
CUST_003327,27.0,M,Urban,6,1-Year,42.64921315564763,211.4678239287004,14,27.06817504249308,20.14196376327355,2,1,3,4,Credit Card,1,2,10.603190658788312,1
CUST_003328,21.0,F,Rural,0,Month-to-Month,56.6443232464429,-55.38949227097656,17,22.996797933279467,34.9197375595093,2,0,0,0,Credit Card,3,0,37.41400145328086,1
CUST_003329,45.0,F,Suburban,31,Month-to-Month,52.99995102887297,1603.6172126991387,23,9.318845639491444,48.27115760392581,1,0,3,0,Digital Wallet,0,0,,0
CUST_003330,45.0,F,Suburban,6,2-Year,86.6228673363746,485.1843107012179,18,27.913537182939468,74.44506420232274,3,2,0,1,Credit Card,0,2,5.717421144019506,1
CUST_003331,18.0,F,Suburban,22,1-Year,20.0,,16,10.46512677566391,36.0252310956805,0,0,0,0,Digital Wallet,0,2,7.348381160929686,0
CUST_003332,54.0,M,Urban,59,Month-to-Month,41.82903564838655,2541.0771139400417,11,13.82536590601915,16.482419608309336,1,0,0,2,Credit Card,0,3,6.064510948316753,1
CUST_003333,,M,Urban,72,Month-to-Month,88.86988113425556,6414.482035143598,11,77.54329696889928,41.39276412215578,2,3,4,2,Digital Wallet,0,2,133.64432874427735,1
CUST_003334,51.0,M,Urban,0,Month-to-Month,44.97015090617775,32.085697979891144,12,39.38860281506849,71.55037893069223,1,0,3,2,Credit Card,0,3,48.40554901403905,1
CUST_003335,18.0,M,Urban,9,Month-to-Month,28.658272722940474,305.6215565752806,15,66.53178421148273,35.92117233075354,4,0,0,1,Credit Card,4,2,12.996149178207308,1
CUST_003336,18.0,Other,Urban,43,Month-to-Month,44.57899738896667,1990.6283565509927,17,22.25884328976986,46.49330085793246,3,1,0,2,Bank Transfer,0,1,8.24462208100521,1
CUST_003337,33.0,M,Suburban,18,Month-to-Month,78.38621827941307,1430.2924632658753,14,50.596072393487965,18.15457574762518,3,0,2,0,Bank Transfer,3,4,26.66969013000728,1
CUST_003338,41.0,M,Urban,39,Month-to-Month,57.39789309653853,2200.325320616539,13,16.284649271569783,40.68111549536658,1,2,0,2,Bank Transfer,0,3,45.74202228288211,1
CUST_003339,56.0,M,Suburban,46,2-Year,43.25122823911056,1981.2115313088232,8,59.131817961613876,6.306958724244608,1,0,4,1,Bank Transfer,0,3,13.92735075713158,0
CUST_003340,43.0,F,Urban,14,Month-to-Month,79.45340107419872,1088.3015540057058,17,60.47555056747829,5.0,2,0,3,0,Bank Transfer,1,3,19.663241284307524,1
CUST_003341,32.0,M,Urban,10,Month-to-Month,76.2460272723229,745.1791904962125,19,42.87192218713146,56.66016660147159,1,1,5,0,Bank Transfer,1,0,5.90816481244715,1
CUST_003342,22.0,M,Urban,14,2-Year,27.095053726330512,389.5981187668258,16,10.96326610374049,58.37447316116134,4,0,1,3,Digital Wallet,2,3,1.9855923752904265,0
CUST_003343,49.0,M,Suburban,25,1-Year,176.65780426345577,1695.3936363545854,15,58.48703000212907,25.829317144913723,2,0,6,3,Digital Wallet,1,2,2.0229910249448295,1
CUST_003344,23.0,M,Urban,10,Month-to-Month,26.015445590921466,,15,33.34022656503552,12.04340171129935,3,1,0,1,Bank Transfer,1,4,3.514070662584865,1
CUST_003345,54.0,Other,Suburban,35,Month-to-Month,100.10273996094956,3484.898161106054,14,11.528973978215411,13.954004324711926,2,1,2,0,Credit Card,3,2,14.689233843203969,1
CUST_003346,31.0,M,Suburban,56,1-Year,101.93591543087585,5691.5888828854,17,22.03335792790913,30.874852051622742,2,1,2,6,Credit Card,1,6,13.697102822771635,1
CUST_003347,54.0,F,Urban,7,Month-to-Month,56.369794948015155,402.98691882822345,17,26.909030738579737,11.538279238044852,2,0,13,0,Credit Card,1,3,8.370525450492641,1
CUST_003348,,Other,Suburban,72,1-Year,96.94884846731627,6986.62890502381,15,65.05873719402162,18.071887412325953,0,0,4,1,Digital Wallet,3,0,7.846049168947827,1
CUST_003349,33.0,F,Rural,23,Month-to-Month,42.3135722405399,1022.2726136330092,13,33.62889041323419,5.0,3,0,10,2,Credit Card,0,1,18.879976956892953,1
CUST_003350,28.0,Other,Suburban,50,2-Year,60.80349457141301,3030.958990526894,14,14.888704249875447,10.937491672269578,7,1,5,1,Digital Wallet,2,3,22.487092689816844,1
CUST_003351,30.0,Other,Urban,2,1-Year,47.45632113178295,149.91549354366248,15,9.77736851327256,31.754796681636115,2,0,2,0,Credit Card,0,1,20.80912905562208,1
CUST_003352,40.0,F,Suburban,6,Month-to-Month,64.25938252317034,326.32750432493526,20,,15.596586681913715,3,1,12,1,Credit Card,0,3,4.3992161293577485,1
CUST_003353,35.0,F,Suburban,9,Month-to-Month,66.98735343067648,,18,33.314381441435756,5.0,1,0,13,0,Bank Transfer,3,5,18.918064061933837,1
CUST_003354,27.0,M,Urban,8,1-Year,64.92010808665438,554.1765204619204,10,38.89418426382949,129.4938731313545,1,0,18,0,Credit Card,1,3,2.155201757017955,1
CUST_003355,33.0,M,Urban,4,Month-to-Month,62.29448862918441,234.72359829482392,15,46.254924892404794,62.448873889644815,2,1,2,4,Bank Transfer,1,3,8.144314862800526,1
CUST_003356,35.0,F,Urban,48,Month-to-Month,68.8186246614277,3224.616881189539,9,6.355793644721694,56.523722708505325,1,0,0,1,Bank Transfer,1,0,38.8402701398477,1
CUST_003357,18.0,F,Urban,13,Month-to-Month,102.66171438294934,1398.0432655453785,15,51.561857476061746,5.0,4,1,0,4,Credit Card,1,1,13.030406169242369,1
CUST_003358,40.0,F,Urban,72,1-Year,20.0,1408.8521483910558,11,3.5814619299430417,31.21318000373276,0,0,2,0,Credit Card,4,0,3.8872299737565843,0
CUST_003359,23.0,F,Urban,21,1-Year,122.62764304325518,2661.8532153975757,10,14.199666381434517,35.211457517545504,2,0,0,0,Digital Wallet,2,0,20.625955824317522,1
CUST_003360,21.0,M,Urban,3,Month-to-Month,54.476672762752585,189.01939449625328,20,21.583910859132327,34.396577089651224,1,3,12,10,Credit Card,2,2,81.50370964666483,1
CUST_003361,18.0,F,Rural,18,1-Year,62.662859191497574,,18,42.733171609683566,5.0,1,0,1,3,Credit Card,0,1,12.535913633853175,0
CUST_003362,18.0,M,Suburban,72,1-Year,104.87904478639163,7506.240801737207,14,34.014399930477914,18.994860069776536,3,0,6,3,Bank Transfer,2,2,30.7944738460268,1
